Series;Episode;Character;Phrase
1;02;Leonard; Fine. I accept your premise, now please let’s go.
1;02;Sheldon; I am not leaving until I’m done.
1;02;Leonard; O-o-o-oh! (Collapses against wall).
1;02;Sheldon; If you have time to lean, you have time to clean.
1;02;Leonard; Oh, what the hell.
1;02;Scene; Sheldon and Leonard’s living room, morning. Sheldon enters, singing to himself. 
1;02;Sheldon; Morning.
1;02;Leonard; Morning. 
1;02;Sheldon; I have to say, I slept splendidly. Granted, not long, but just deeply and well.
1;02;Leonard; I’m not surprised. A well known folk cure for insomnia is to break into your neighbour’s apartment and clean.
1;02;Sheldon; Sarcasm?
1;02;Leonard; You think?
1;02;Sheldon; Granted, my methods may have been somewhat unorthodox, but I think the end result will be a measurable enhancement of Penny’s quality of life.
1;02;Leonard; You know what, you’ve convinced me, maybe tonight we should sneak in and shampoo her carpet.
1;02;Sheldon; You don’t think that crosses a line?
1;02;Leonard; Yes! For God’s sake, Sheldon, do I have to hold up a sarcasm sign every time I open my mouth.
1;02;Sheldon; You have a sarcasm sign?
1;02;Leonard; No, I do not have a sarcasm sign.
1;02;Sheldon; Do you want some cereal. I’m feeling so good today I’m going to choose from the low fibre end of the shelf. Hello, Honey Puffs.
1;02;Penny; Son of a Bitch!
1;02;Leonard; Penny’s up.
1;02;Penny; You sick, geeky bastards!
1;02;Leonard; How did she know it was us?
1;02;Sheldon; I may have left a suggested organisational schematic for her bedroom closet.
1;02;Penny; Leonard!
1;02;Leonard; God, this is going to be bad.
1;02;Sheldon; Goodbye, Honey Puffs, hello Big Bran.
1;02;Penny; You came into my apartment last night when I was sleeping?
1;02;Leonard; Yes, but, only to clean.
1;02;Sheldon; Really more to organise, you’re not actually dirty, per se.
1;02;Penny; Give me back my key.
1;02;Leonard; I’m very, very sorry.
1;02;Penny; Do you understand how creepy this is.
1;02;Leonard; Oh, yes, we discussed it at length last night.
1;02;Penny; In my apartment, while I was sleeping.
1;02;Sheldon; And snoring. And that’s probably just a sinus infection, but it could be sleep apnoea, you might want to see an otolaryngologist. It’s a throat doctor.
1;02;Penny; And what kind of doctor removes shoes from asses?
1;02;Sheldon; Depending on the depth, that’s either a proctologist or a general surgeon. (Leonard holds up a sign reading “Sarcasm”) Oh!
1;02;Penny; God!
1;02;Leonard; Okay, look, no Penny, I think what you’re feeling is perfectly valid, and maybe a little bit later today when you’re feeling a little bit less, for lack of a better word, violated, maybe we could talk about this some more.
1;02;Penny; Stay away from me.
1;02;Leonard; Sure, that’s another way to go.
1;02;Sheldon; Penny, Penny, just to clarify because there will be a discussion when you leave, is your objection solely to our presence in the apartment while you were sleeping, or do you also object to the imposition of a new organisational paradigm. (Penny stares in disbelief, then leaves.) Well that was a little non-responsive.
1;02;Leonard; You are going to march yourself over there right now and apologise. (Sheldon laughs.) What’s funny?
1;02;Sheldon; That wasn’t sarcasm?
1;02;Leonard; No.
1;02;Sheldon; Wooh, boy, you are all over the place this morning. (Knocks on Penny’s door.) I have a masters and two PhD’s, I should not have to do this.
1;02;Penny; What?
1;02;Sheldon; I am truly sorry for what happened last night, I take full responsibility. And I hope that it won’t colour your opinion of Leonard, who is not only a wonderful guy, but also, I hear, a gentle and thorough lover. (Penny closes door in his face.) I did what I could.
1;02;Scene; The stairwell. Raj is coming up the stairs, he meets Penny who is going down.
1;02;Penny; Hey Raj. (Raj stands looking uncomfortable.) Hey, listen, I don’t know if you heard about what happened last night with Leonard and Sheldon, but I’m really upset about it, I mean they just, they let themselves into my place, and then they cleaned it, I mean can you even believe that? How weird is that?
1;02;Raj; Ooh, she’s standing very close to me. Oh my, she does smell good. What is that, vanilla?
1;02;Penny; You know, where I come from, someone comes into your house at night, you shoot, okay? And you don’t shoot to wound. I mean, alright, my sister shot her husband, but it was an accident, they were drunk. What was I saying?
1;02;Raj; She’s so chatty. Maybe my parents are right. Maybe I’d be better off with an Indian girl. We’d have the same cultural background, and my wife would sing to my children the same lullabies my mother sang to me. 
1;02;Penny; It’s obvious that they meant well, but I’m just, I’m having a really rough time, like I said, I broke up with my boyfriend, and it’s just freaking me out.
1;02;Penny; I mean, just because most of the men I’ve known in my life happen to be jerks, doesn’t mean I should just assume Leonard and Sheldon are. Right?
1;02;Raj; She asked me a question. I should probably nod. (Does.)
1;02;Penny; That’s exactly what I thought. Thank you for listening. You’re a doll. (She hugs him.)
1;02;Raj; Oh-oh. Turn your pelvis. (Does.)
1;02;Scene; Sheldon and Leonard’s living room. Howard is there, playing on a dance video game. 
1;02;Howard; Grab a napkin, homie. You just got served. 
1;02;Leonard; It’s fine. You win.
1;02;Howard; What’s his problem?
1;02;Sheldon; His imaginary girlfriend broke up with him.
1;02;Howard; Been there.
1;02;Raj; Hello. Sorry I’m late. But I was in the hallway, chatting up Penny.
1;02;Howard; Really? You? Rajesh Koothrapali, spoke to Penny?
1;02;Raj; Actually, I was less the chatter than the chattee.
1;02;Leonard; What did she say? Is she still mad at me?
1;02;Raj; Well, she was upset at first, but, probably because her sister shot somebody. Then there was something about you and… then she hugged me.
1;02;Howard; She hugged you? How did she hug you? (Raj hugs Howard.) Is that her perfume I smell?
1;02;Raj; intoxicating, isn’t it?
1;02;Scene; The hallway, Leonard puts a note under Penny’s door. It opens.
1;02;Penny; Hi.
1;02;Leonard; Oh.
1;02;Penny; What’s going on?
1;02;Leonard; Um, here’s the thing. (Reads from note.) Penny. Just as Oppenheimer came to regret his contributions to the first atomic bomb, so too I regret my participation in what was, at the very least, an error in judgement. The hallmark of the great human experiment is the willingness to recognise one’s mistakes. Some mistakes, such as Madame Curie’s discovery of Radium turned out to have great scientific potential even though she would later die a slow, painful death from radiation poisoning. Another example, from the field of ebola research….
1;02;Penny; Leonard.
1;02;Leonard; Yeah.
1;02;Penny; We’re okay. (Kisses him on cheek. Closes door. Leonard looks happy, walks back across hallway and straight into the apartment door.)
1;02;Scene; Penny’s apartment. Sheldon and Leonard are trying to construct furniture.
1;02;Leonard; Six two inch dowels.
1;02;Sheldon; Check.
1;02;Leonard; One package, Phillips head screws.
1;02;Sheldon; Check.
1;02;Penny; Guys, seriously, I grew up on a farm, okay, I rebuilt a tractor engine when I was like twelve, I think I can put together a cheap Swedish media centre. 
1;02;Leonard; No, please, we insist, it’s the least we can do considering. 
1;02;Sheldon; Considering what? How great this place looks?
1;02;Howard; Oh boy, I was afraid of this.
1;02;Leonard; What?
1;02;Howard; These instructions are a pictographic representation of the least imaginative way to assemble these components. This right here is why Sweden has no space program.
1;02;Penny; Well, uh, it looked pretty good in the store.
1;02;Leonard; It is an inefficient design, for example Penny has a flat screen TV, which means all the space behind it is wasted.
1;02;Sheldon; We could put her stereo back there.
1;02;Leonard; And control it how?
1;02;Sheldon; Run an infra-red repeater, photocell here, emitter here, easy peasy. 
1;02;Howard; Good point, how you gonna cool it?
1;02;Penny; Hey guys, I got this. 
1;02;Sheldon; Hang on Penny. How about fans, here and here?
1;02;Leonard; Also inefficient, and might be loud.
1;02;Howard; How about liquid coolant? Maybe a little aquarium pump here, run some quarter inch PVC…
1;02;Penny; Guys, this is actually really simple.
1;02;Howard; Hold on, honey, men at work. The PVC comes down here, maybe a little corrugated sheet metal as a radiator here.
1;02;Leonard; Oh, really, show me where we put a drip tray, a sluice and an overflow reservoir?
1;02;Sheldon; And if water is involved we’re going to have to ground the crap out of the thing. 
1;02;Penny; Guys, it’s hot in here, I think I’ll just take off all my clothes. 
1;02;Leonard; Oh, I’ve got it. How about if we replace panels A, B and F and crossbar H with aircraft grade aluminium. 
1;02;Sheldon; Right, then the entire thing’s one big heat sink.
1;02;Howard; Perfect, Leonard, why don’t you and Sheldon go down to the junk yard and pick up about six square metres of scrap aluminium, Raj and I will run down to my lab and get the oxy-acetaline torch.
1;02;Leonard; Meet back here in an hour?
1;02;Howard; Done.
1;02;Leonard; Got it. (They all leave).
1;02;Penny; Okay, this place does look pretty good.
1;02;Teleplay; Robert Cohen & Dave Goetsch
1;02;Story; Chuck Lorre & Bill Prady
1;03;Scene; Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are using laptops. All are wearing microphone headsets.
1;03;Howard; Alright, just a few more feet, and…. here we are gentlemen, the Gates of Elzebub.
1;03;Sheldon; Good lord!
1;03;Raj; Oooh.
1;03;Leonard; Don’t panic, this is what the last 97 hours have been about.
1;03;Howard; Stay frosty, there’s a horde of armed goblins on the other side of that gate guarding the Sword of Azeroth.
1;03;Leonard; Warriors, unsheathe your weapons, magic wielders raise your wands.
1;03;Sheldon; Lock and load. 
1;03;Howard; Raj, blow up the gates.
1;03;Raj; Blowing the gates. Control, shift, B! Oh, my God, so many goblins!
1;03;Howard; Don’t just stand there, slash and move, slash and move.
1;03;Leonard; Stay in formation.
1;03;Howard; Leonard, you’ve got one on your tail.
1;03;Leonard; That’s alright, my tail’s prehensile, I’ll swat him off.
1;03;Raj; I’ve got him Leonard. Tonight I spice my meat with goblin blood!
1;03;Leonard; Raj, no, it’s a trap, they’re flanking us!
1;03;Raj; Oooh, he’s got me.
1;03;Howard; Sheldon, he’s got Raj, use your sleath spell. Sheldon! Sheldon!
1;03;Sheldon; I’ve got the Sword of Azeroth!
1;03;Leonard; Forget the sword, Sheldon, help Raj.
1;03;Sheldon; There is no more Sheldon, I am the Swordmaster!
1;03;Howard; Leonard look out!
1;03;Leonard; Dammit man, we’re dying here. 
1;03;Sheldon; Goodbye, peasants. 
1;03;Leonard; The bastard teleported. 
1;03;Raj; He’s selling the Sword of Azeroth on ebay.
1;03;Leonard; You betrayed us for money, who are you?
1;03;Sheldon; I’m a rogue knight elf, don’t you people read character descriptions? Wait, wait, wait, somebody just clicked “buy it now.”
1;03;Howard; I am the Swordmaster!
1;03;Scene; The same.
1;03;Sheldon; Wooh, I’m all sweaty, anybody want to log on to second life and go swimming, I just built a virtual pool.
1;03;Leonard; No, I can’t look at you or your avatar right now.
1;03;Howard; Sounds like your neighbour’s home.
1;03;Leonard; Excuse me.
1;03;Sheldon; Don’t forget the mail you took accidentally on purpose so you’d have an excuse to talk to her.
1;03;Leonard; Oh, right, right right right right.
1;03;Howard; Stealing snail mail, very old school, I like it. 
1;03;Leonard; Penny, the mailman did it again, he… (looks up to see Penny kissing a hunky man) Oh! Sorry.
1;03;Penny; Um, no, hi Leonard, this is Doug, Doug, this is my neighbour Leonard.
1;03;Doug; What’s up bro.
1;03;Leonard; Not much. Bro. 
1;03;Penny; Is, is everything okay.
1;03;Leonard; Uh, yeah, uh, I just, I got your mail again, here.
1;03;Penny; Thank you, I’ve got to talk to that mailman.
1;03;Leonard; Oh no, that’s probably not such a good idea. Civil servants have a documented propensity to, you know, snap. 
1;03;Penny; Okay, well, thank you, again.
1;03;Leonard; No problem. Bye. Oh, and, bye, bro! (Returns to apartment).
1;03;Sheldon; Penny for your thoughts. 
1;03;Raj; What’s the matter.
1;03;Leonard; No, I’m fine. Penny’s fine, the guy she’s kissing is really fine and…
1;03;Howard; Kissing, what kind of kissing? Cheeks? Lips? Chaste? French? 
1;03;Leonard; What is wrong with you?
1;03;Howard; I’m a romantic.
1;03;Sheldon; Please don’t tell me that your hopeless infatuation is devolving into pointless jealousy.
1;03;Leonard; No, I’m not jealous, I’m just a little concerned for her. I didn’t like the look of the guy that she was with.
1;03;Howard; Because he looked better than you?
1;03;Leonard; Yeah. He was kinda dreamy.
1;03;Sheldon; Well, at least now you can retrieve the black box from the twisted smouldering wreckage that was once your fantasy of dating her, and analyse the data so that you don’t crash into geek mountain again.
